l_orderkey,l_partkey,l_linenumber,l_quantity,l_extendedprice,l_discount,l_shipdate,l_returnflag
2199,300,3,8,9164.34,0.1,1995-11-12,A
2200,541,1,30,3671.14,0.02,1998-09-28,R
2201,717,1,24,9506.6,0.04,1993-01-02,A
2202,85,1,11,6859.63,0.03,1994-02-20,N
2203,687,1,30,196.26,0.05,1996-03-03,R
2203,769,2,29,4072.12,0.09,1998-07-14,R
2204,123,1,49,1259.75,0.05,1994-01-26,A
2204,129,2,29,7518.9,0.05,1995-12-25,R
2204,535,3,15,2751.08,0.01,1993-12-13,N
2205,305,1,5,185.31,0.04,1996-12-06,N
2206,296,1,3,5832.83,0.03,1994-09-28,N
2207,222,1,25,5864.35,0.09,1992-06-19,R
2207,462,2,32,6647.54,0.02,1995-10-19,A
2207,427,3,45,3522.27,0.0,1996-06-21,A
2208,87,1,33,3533.13,0.07,1995-08-09,N
2209,323,1,5,6368.14,0.03,1992-08-17,A
2209,473,2,43,2221.66,0.09,1992-12-23,R
2210,746,1,21,431.49,0.01,1992-06-12,N
2211,738,1,30,2478.3,0.1,1994-05-25,A
2212,433,1,38,3239.51,0.09,1998-02-22,N
2213,400,1,5,4339.26,0.06,1995-06-22,R
2213,585,2,46,1593.97,0.07,1995-08-16,A
2213,594,3,34,1896.95,0.05,1994-07-09,R
2214,212,1,5,3900.3,0.03,1995-02-25,R
2215,153,1,21,5458.18,0.01,1995-06-07,R
2215,42,2,13,6973.62,0.04,1993-07-27,A
2216,212,1,48,8073.71,0.03,1998-05-24,A
2216,317,2,27,3856.72,0.1,1998-09-09,A
2216,392,3,38,6593.42,0.03,1996-07-18,N
2217,682,1,29,6123.03,0.03,1997-01-18,R
2218,778,1,20,8332.92,0.03,1997-11-22,N
2218,604,2,1,3009.03,0.04,1994-06-04,A
2218,186,3,42,6037.59,0.1,1995-05-09,R
2219,375,1,45,9184.13,0.06,1993-07-03,A
2220,452,1,48,569.4,0.04,1993-03-27,N
2220,371,2,33,9437.27,0.07,1998-08-24,A
2220,671,3,11,5375.11,0.04,1996-11-09,N
2220,441,4,22,501.19,0.03,1995-09-21,N
2221,241,1,27,1302.3,0.02,1998-06-20,R
2222,467,1,35,9222.88,0.07,1997-06-25,N
2222,116,2,35,2689.74,0.1,1992-09-28,A
2222,107,3,42,2261.94,0.1,1998-03-04,R
2222,202,4,22,9372.27,0.07,1998-03-12,A
2223,566,1,49,8122.3,0.1,1997-02-11,R
2223,413,2,41,724.25,0.06,1995-12-03,A
2224,5,1,39,9025.25,0.06,1995-10-28,N
2224,791,2,37,5965.41,0.04,1994-10-11,A
2225,743,1,36,3136.8,0.06,1994-03-20,N
2225,325,2,46,6010.48,0.03,1993-02-15,A
2226,799,1,46,7745.19,0.01,1993-03-09,N
2226,327,2,10,9602.27,0.05,1996-03-10,R
2227,493,1,28,3971.36,0.01,1993-02-11,A
2227,546,2,3,2562.66,0.04,1995-01-21,N
2227,784,3,2,3529.94,0.05,1996-05-20,R
2227,786,4,15,9609.04,0.1,1995-02-14,N
2228,568,1,31,7377.49,0.07,1993-08-21,R
2228,576,2,30,2050.47,0.09,1992-09-08,N
2228,576,3,43,9035.83,0.08,1998-09-08,N
2229,479,1,37,4385.0,0.07,1993-10-09,A
2229,131,2,5,2238.86,0.0,1998-11-13,R
2230,67,1,37,259.66,0.01,1996-05-05,N
2230,83,2,5,4307.24,0.04,1997-11-06,N
2231,419,1,5,4517.06,0.01,1994-03-04,A
2232,91,1,11,5898.68,0.03,1995-09-18,N
2233,236,1,35,3155.04,0.05,1992-09-11,A
2233,75,2,33,4955.62,0.05,1995-01-13,A
2234,236,1,25,318.25,0.09,1994-01-01,R
2235,450,1,31,7399.73,0.06,1993-02-08,R
2235,674,2,28,5033.08,0.01,1998-05-11,A
2236,741,1,42,7148.62,0.04,1995-11-24,R
2236,560,2,44,5910.45,0.02,1995-07-28,R
2237,751,1,21,7559.5,0.02,1992-08-18,A
2238,483,1,41,4464.02,0.03,1994-12-12,A
2239,9,1,49,3286.44,0.02,1993-09-22,A
2240,628,1,36,8485.43,0.09,1994-03-15,R
2240,10,2,49,146.95,0.09,1997-11-05,R
2240,409,3,15,8675.64,0.02,1994-04-21,A
2241,183,1,30,9651.36,0.06,1997-12-27,N
2241,312,2,20,9910.34,0.01,1992-12-13,N
2242,295,1,34,4392.34,0.09,1995-12-17,R
2242,260,2,7,7581.02,0.1,1992-12-28,A
2243,64,1,43,4545.3,0.06,1993-05-06,A
2243,202,2,8,8675.07,0.0,1997-05-02,A
2244,571,1,4,8808.17,0.02,1993-03-19,A
2244,439,2,39,5710.14,0.03,1997-12-09,N
2245,213,1,23,605.65,0.1,1993-09-16,A
2246,645,1,33,4995.26,0.1,1994-08-07,A
2246,23,2,27,6124.59,0.05,1995-09-21,A
2246,207,3,47,2214.14,0.02,1995-07-28,N
2246,104,4,33,2330.32,0.05,1993-11-22,R
2247,576,1,19,799.8,0.06,1998-04-05,A
2247,606,2,49,5171.01,0.01,1996-03-15,A
2248,486,1,20,3309.4,0.07,1993-12-21,A
2248,206,2,37,3661.77,0.08,1992-04-04,A
2249,44,1,45,9679.27,0.1,1998-04-19,R
2249,95,2,24,6376.42,0.03,1995-07-10,R
2249,123,3,35,2294.76,0.02,1995-05-13,N
2250,432,1,28,4086.38,0.04,1996-10-24,N
2250,391,2,8,4878.73,0.09,1994-01-09,A
2250,151,3,38,8705.84,0.1,1993-07-15,A
2250,797,4,19,706.74,0.03,1997-12-11,R
2251,700,1,20,7961.47,0.04,1998-12-26,A
2251,585,2,13,2522.06,0.1,1994-11-04,N
2251,313,3,22,4756.53,0.04,1996-05-02,N
2252,297,1,20,2647.92,0.02,1994-06-04,N
2252,674,2,3,1507.35,0.1,1997-05-26,N
2252,433,3,16,6875.91,0.05,1996-08-11,A
2252,292,4,6,2316.33,0.06,1995-02-25,N
2253,534,1,48,2080.23,0.1,1997-10-14,A
2253,649,2,31,9695.8,0.1,1992-12-01,A
2253,428,3,16,7016.32,0.04,1997-03-19,A
2253,58,4,33,7647.73,0.03,1994-12-08,R
2253,256,5,2,2384.35,0.09,1996-01-05,N
2254,76,1,6,6500.66,0.09,1995-11-16,A
2254,163,2,36,2234.1,0.08,1996-01-24,N
2254,215,3,48,1288.85,0.03,1997-10-24,R
2255,650,1,6,9770.69,0.07,1994-01-13,A
2255,342,2,42,5356.03,0.06,1997-11-13,R
2256,469,1,49,490.89,0.02,1998-06-25,R
2257,384,1,43,7659.22,0.05,1992-04-02,R
2257,791,2,28,885.59,0.08,1998-04-22,N
2258,474,1,35,2922.68,0.1,1993-10-14,R
2259,159,1,1,8246.9,0.1,1993-04-28,A
2259,382,2,16,8755.44,0.04,1992-03-08,A
2260,186,1,41,5831.49,0.07,1997-04-26,R
2261,182,1,30,8369.99,0.03,1995-02-16,N
2262,218,1,36,2947.32,0.04,1993-05-09,A
2262,112,2,33,971.9,0.02,1997-10-19,N
2262,98,3,7,4629.74,0.04,1998-02-08,N
2262,197,4,13,5317.97,0.1,1997-04-04,N
2263,706,1,15,4536.68,0.02,1994-12-19,N
2264,729,1,21,7547.87,0.06,1997-04-09,A
2264,154,2,46,1192.41,0.08,1996-07-12,A
2264,236,3,48,2203.6,0.07,1994-11-17,R
2265,143,1,22,1184.65,0.03,1994-06-12,N
2265,60,2,18,5635.45,0.03,1997-10-15,R
2265,246,3,24,1571.71,0.02,1993-10-08,N
2266,37,1,3,7131.33,0.08,1995-11-04,R
2267,364,1,36,8632.58,0.1,1993-06-23,A
2267,651,2,38,1905.11,0.04,1998-09-04,A
2268,383,1,36,8494.5,0.03,1998-05-20,N
2268,84,2,44,8031.28,0.05,1996-11-17,N
2268,681,3,20,9620.19,0.0,1993-12-24,A
2268,546,4,50,3432.75,0.06,1993-06-22,N
2269,133,1,46,2991.03,0.07,1997-06-05,N
2269,177,2,3,1482.95,0.02,1994-10-28,A
2269,571,3,3,5111.9,0.02,1994-09-12,N
2270,176,1,2,1220.9,0.08,1992-11-18,N
2270,267,2,23,4191.01,0.04,1992-11-10,A
2270,110,3,39,5579.28,0.06,1993-04-01,R
2270,292,4,18,2775.6,0.08,1997-10-10,A
2271,83,1,50,2348.45,0.04,1995-04-01,A
2271,693,2,50,4603.1,0.01,1997-01-20,A
2271,775,3,48,3598.57,0.04,1994-01-07,N
2272,729,1,34,6874.28,0.0,1997-04-16,R
2272,26,2,21,1283.05,0.01,1996-06-17,R
2273,106,1,36,9896.24,0.06,1994-06-15,A
2273,97,2,1,4870.45,0.07,1992-04-14,A
2274,231,1,5,9063.78,0.1,1994-01-26,R
2274,313,2,26,5499.73,0.08,1997-09-15,A
2275,363,1,37,2017.48,0.02,1998-05-17,A
2275,253,2,21,5335.74,0.05,1993-04-20,R
2276,788,1,38,7908.73,0.05,1993-05-19,R
2276,670,2,36,6214.21,0.0,1998-05-02,A
2277,573,1,48,611.99,0.01,1993-08-12,R
2278,196,1,1,4698.85,0.07,1998-02-16,A
2279,599,1,39,4898.71,0.0,1993-03-23,A
2279,394,2,20,8054.65,0.07,1993-08-08,A
2280,514,1,2,3755.02,0.08,1995-03-15,R
2280,67,2,25,129.35,0.06,1997-10-07,N
2280,386,3,14,9300.34,0.04,1995-09-14,A
2280,411,4,39,5655.0,0.07,1998-08-10,R
2280,756,5,35,4562.36,0.08,1998-06-28,R
2281,684,1,41,5232.14,0.0,1995-01-17,N
2281,332,2,5,2912.96,0.09,1993-04-05,R
2281,684,3,10,4187.35,0.05,1996-05-09,A
2281,519,4,23,600.92,0.09,1998-08-08,A
2282,595,1,31,4671.33,0.07,1996-01-26,R
2282,343,2,34,5994.16,0.02,1994-11-28,R
2282,583,3,3,7235.44,0.02,1995-07-02,A
2283,230,1,4,6664.56,0.07,1993-11-25,N
2283,34,2,28,2347.97,0.03,1995-01-21,A
2284,284,1,36,7614.99,0.1,1997-08-04,A
2285,394,1,46,1019.74,0.07,1993-07-21,A
2285,393,2,50,6448.16,0.09,1994-02-16,N
2286,666,1,19,4704.97,0.09,1998-12-08,N
2287,549,1,1,1276.01,0.1,1995-09-20,R
2287,3,2,11,4154.69,0.06,1998-02-15,A
2288,465,1,10,4426.97,0.02,1995-03-12,N
2288,96,2,45,4651.93,0.03,1994-11-01,R
2288,63,3,36,4691.37,0.01,1993-01-27,R
2289,572,1,29,6966.97,0.04,1992-12-14,A
2289,264,2,9,1756.05,0.04,1998-02-04,A
2289,617,3,19,2258.28,0.07,1996-01-24,N
2290,393,1,35,3224.95,0.06,1998-05-22,A
2291,772,1,37,4387.97,0.07,1996-09-03,N
2291,399,2,13,2087.65,0.03,1995-06-11,N
2292,551,1,8,5021.03,0.02,1996-06-13,N
2293,312,1,5,2303.25,0.06,1998-11-22,N
2293,591,2,40,878.12,0.02,1998-09-21,A
2294,185,1,13,5196.07,0.0,1995-09-09,R
2295,558,1,39,5159.22,0.04,1998-02-16,A
2296,686,1,1,6034.69,0.06,1998-01-03,A
2296,441,2,16,1184.16,0.04,1992-01-26,N
2297,225,1,12,9762.01,0.08,1995-07-16,N
2298,501,1,34,9079.67,0.04,1993-03-14,A
2298,728,2,11,8590.21,0.04,1992-06-06,A
2299,419,1,31,7020.52,0.03,1994-06-24,A
2299,353,2,3,6187.37,0.01,1994-04-25,N
2300,483,1,1,9310.19,0.1,1995-09-22,A
2300,677,2,13,1025.12,0.04,1995-04-11,R
2300,181,3,20,6681.12,0.07,1994-07-12,A
2301,561,1,20,8922.76,0.03,1993-07-18,N
2301,459,2,6,8057.57,0.02,1997-06-14,A
2302,558,1,43,5890.27,0.05,1998-12-11,A
2302,698,2,37,2178.63,0.04,1996-02-05,R
2303,128,1,26,9983.53,0.06,1992-09-19,R
2304,75,1,25,2465.15,0.1,1998-01-14,R
2305,784,1,24,8742.33,0.03,1994-04-11,A
2306,651,1,33,8790.95,0.1,1995-03-13,A
2306,210,2,20,9593.72,0.06,1994-09-07,R
2306,508,3,20,2734.83,0.03,1998-03-26,A
2307,566,1,15,8392.92,0.03,1994-10-22,N
2307,459,2,27,1122.23,0.08,1994-03-17,N
2307,113,3,22,5729.4,0.1,1996-02-17,R
2308,351,1,50,6928.77,0.0,1994-06-12,A
2309,395,1,23,163.12,0.05,1992-04-19,A
2309,539,2,10,9774.97,0.1,1994-05-28,A
2310,769,1,35,552.45,0.06,1997-02-03,N
2310,643,2,41,2641.14,0.07,1997-06-14,A
2310,479,3,18,5610.22,0.08,1994-04-12,N
2310,741,4,24,9043.13,0.08,1996-11-27,N
2311,52,1,34,2887.77,0.0,1995-07-11,A
2311,218,2,35,2690.91,0.07,1993-11-17,N
2312,438,1,37,2146.12,0.01,1994-03-08,N
2313,52,1,9,6991.87,0.05,1997-12-14,N
2314,207,1,25,7647.62,0.1,1995-10-11,R
2315,57,1,15,8154.95,0.02,1997-12-03,R
2315,195,2,45,1492.45,0.06,1997-03-10,R
2316,101,1,50,7312.62,0.07,1996-08-08,N
2316,317,2,30,8168.24,0.05,1997-03-21,A
2316,769,3,47,7618.65,0.09,1992-06-06,R
2317,135,1,18,9899.24,0.06,1997-07-19,R
2317,314,2,10,8105.09,0.07,1995-12-15,N
2317,16,3,8,1796.45,0.09,1995-06-23,A
2317,298,4,34,6711.59,0.02,1995-10-09,R
2318,55,1,20,923.88,0.03,1993-07-05,R
2318,332,2,12,3008.38,0.06,1994-08-17,A
2319,222,1,11,7281.23,0.05,1994-01-11,A
2319,12,2,50,5219.96,0.0,1992-12-22,N
2320,90,1,35,8986.06,0.04,1992-04-10,R
2321,439,1,32,1370.36,0.09,1995-10-16,A
2322,72,1,34,969.14,0.06,1994-01-12,A
2322,404,2,14,3430.36,0.04,1994-02-28,A
2323,360,1,33,1983.24,0.09,1996-03-04,R
2323,612,2,21,4466.31,0.0,1992-10-14,A
2323,267,3,50,1515.8,0.05,1998-12-18,R
2323,524,4,26,3330.47,0.1,1997-08-20,N
2324,412,1,34,3303.52,0.09,1996-08-25,N
2324,609,2,20,9063.67,0.06,1992-03-03,N
2324,492,3,24,453.15,0.1,1994-03-06,R
2325,396,1,34,8298.72,0.03,1996-09-03,N
2325,420,2,20,1935.99,0.07,1997-09-12,A
2326,38,1,17,1845.45,0.03,1996-08-04,R
2326,274,2,30,620.8,0.05,1992-08-27,R
2327,225,1,41,9222.17,0.06,1995-06-12,R
2328,368,1,6,3217.59,0.01,1994-10-05,N
2328,391,2,23,218.32,0.0,1994-11-17,R
2328,203,3,31,1325.0,0.06,1994-03-27,A
2329,590,1,26,7870.28,0.04,1998-02-18,N
2329,97,2,25,1807.34,0.01,1995-09-28,A
2329,795,3,4,9520.71,0.08,1995-09-23,A
2330,176,1,35,4616.48,0.08,1992-08-15,A
2330,106,2,16,8885.96,0.06,1995-12-26,A
2330,300,3,33,5735.74,0.09,1992-12-05,R
2331,767,1,7,2618.02,0.01,1998-01-14,R
2331,110,2,28,7022.51,0.09,1993-02-05,N
2332,615,1,38,9216.71,0.09,1993-02-26,R
2333,52,1,3,4893.75,0.03,1992-12-12,A
2333,270,2,43,6454.3,0.05,1994-04-13,R
2334,719,1,42,1435.65,0.03,1992-08-20,R
2334,13,2,47,1277.03,0.07,1998-01-01,R
2335,265,1,34,7053.16,0.02,1998-12-16,A
2335,150,2,37,4302.16,0.03,1994-03-19,R
2336,641,1,11,498.23,0.07,1992-05-16,A
2337,209,1,21,5181.06,0.03,1997-02-17,A
2338,135,1,9,3573.61,0.07,1997-10-05,N
2339,433,1,23,4493.69,0.0,1994-02-05,R
2340,352,1,41,3865.2,0.05,1997-02-01,N
2341,169,1,50,2468.12,0.01,1995-03-23,A
2342,715,1,36,4546.98,0.02,1993-07-13,R
2342,590,2,5,9049.18,0.0,1995-07-19,R
2343,315,1,5,8667.14,0.0,1993-06-12,N
2344,81,1,9,3427.19,0.05,1992-05-26,N
2344,147,2,10,6605.77,0.09,1994-09-24,N
2344,299,3,48,5244.83,0.08,1997-11-17,R
2344,501,4,45,4116.46,0.06,1998-07-10,R
2344,134,5,5,7051.28,0.04,1998-07-12,A
2345,643,1,14,5770.49,0.07,1993-08-06,R
2346,448,1,43,675.4,0.06,1993-03-01,A
2346,233,2,3,7400.09,0.09,1993-01-26,A
2347,753,1,23,4646.57,0.04,1998-04-23,N
2347,709,2,31,8067.22,0.08,1994-06-05,R
2348,747,1,6,5544.24,0.04,1995-06-20,R
2348,231,2,37,2146.47,0.04,1996-10-25,A
2348,467,3,47,213.99,0.03,1996-07-20,N
2349,621,1,50,8031.57,0.1,1992-07-27,R
2349,660,2,12,2345.96,0.07,1997-08-19,N
2350,689,1,20,2584.34,0.03,1998-10-12,N
2351,381,1,6,6189.22,0.03,1993-09-09,R
2352,685,1,49,9959.79,0.01,1996-07-09,N
2353,700,1,45,715.99,0.08,1998-11-16,A
2354,592,1,32,4475.57,0.07,1998-07-19,N
2354,447,2,30,7714.67,0.09,1994-09-10,R
2355,356,1,13,3142.74,0.02,1992-06-22,N
2356,651,1,27,8210.52,0.0,1992-02-08,N
2356,435,2,47,7169.57,0.05,1992-05-14,R
2357,163,1,7,7015.7,0.01,1994-11-21,A
2357,594,2,24,4360.16,0.05,1996-10-14,N
2357,611,3,21,8521.14,0.0,1994-08-22,A
2358,666,1,6,3575.15,0.05,1992-04-10,N
2358,217,2,1,8163.69,0.07,1994-02-10,A
2358,137,3,33,6473.2,0.0,1994-11-11,R
2359,4,1,25,1916.36,0.06,1996-09-25,N
2359,154,2,39,7342.82,0.08,1997-11-07,A
2360,114,1,40,4494.16,0.01,1995-02-20,A
2360,482,2,18,4417.01,0.07,1997-08-20,A
2360,739,3,28,7580.98,0.02,1993-07-20,N
2361,605,1,35,1874.48,0.1,1998-08-22,A
2361,168,2,11,250.71,0.0,1995-09-02,A
2361,349,3,34,3990.1,0.06,1998-06-07,N
2361,505,4,44,5916.58,0.08,1992-01-15,N
2362,191,1,18,2066.44,0.09,1993-07-04,R
2363,160,1,29,598.68,0.07,1997-07-23,R
2364,391,1,13,4822.59,0.1,1998-09-12,A
2364,680,2,17,4266.39,0.03,1997-03-09,N
2365,259,1,4,9679.2,0.01,1996-11-26,R
2365,277,2,27,3594.17,0.03,1997-09-21,R
2365,741,3,26,7154.81,0.02,1998-09-02,N
2366,50,1,6,185.79,0.08,1996-06-11,A
2366,641,2,34,4862.14,0.08,1992-09-23,R
2366,748,3,9,7929.53,0.0,1996-12-24,R
2367,488,1,11,4579.4,0.09,1993-09-17,R
2367,339,2,7,3874.71,0.05,1998-04-13,R
2367,703,3,32,8655.79,0.08,1992-02-28,A
2368,767,1,25,7871.96,0.03,1992-08-03,R
2369,372,1,31,8211.52,0.1,1997-05-06,A
2370,223,1,11,1381.03,0.03,1998-09-21,N
2370,14,2,4,1408.37,0.06,1992-09-07,N
2371,776,1,4,6411.27,0.07,1995-04-09,A
2371,320,2,42,8216.8,0.05,1993-06-23,N
2371,242,3,9,7505.54,0.04,1998-09-21,A
2371,184,4,15,6468.08,0.08,1992-04-11,A
2372,69,1,33,7664.9,0.09,1996-11-18,A
2372,171,2,24,8915.32,0.04,1997-01-12,A
2373,617,1,8,2599.43,0.01,1997-06-11,N
2373,606,2,7,8059.18,0.05,1994-05-18,N
2374,513,1,19,6108.58,0.07,1992-05-12,R
2374,182,2,11,5625.46,0.01,1995-11-17,A
2375,159,1,3,1295.57,0.02,1995-05-21,N
2376,336,1,25,8448.5,0.06,1998-03-05,R
2376,564,2,27,3422.3,0.06,1995-09-09,N
2377,725,1,14,6562.45,0.09,1993-11-07,A
2377,244,2,28,1126.8,0.07,1994-02-16,R
2377,624,3,4,4767.92,0.07,1997-10-10,R
2378,686,1,19,2582.72,0.03,1992-09-17,N
2379,342,1,32,7470.28,0.05,1996-04-26,A
2379,692,2,25,662.53,0.1,1998-02-03,N
2380,4,1,28,9351.14,0.07,1998-06-26,A
2381,308,1,27,2711.25,0.0,1994-09-09,R
2381,712,2,26,7377.87,0.04,1998-03-20,R
2382,430,1,36,5845.23,0.05,1996-04-21,N
2383,459,1,45,4867.92,0.08,1996-11-07,R
2383,686,2,17,5905.18,0.03,1994-02-21,R
2384,552,1,40,6892.93,0.07,1994-02-04,N
2384,738,2,47,9228.6,0.02,1998-10-19,A
2384,454,3,22,5112.62,0.01,1998-06-07,N
2385,94,1,49,4059.34,0.1,1993-03-26,A
2386,535,1,30,3344.34,0.05,1997-06-17,A
2387,781,1,24,8707.8,0.08,1995-01-04,N
2388,390,1,7,4378.89,0.03,1993-03-11,R
2389,441,1,9,4160.73,0.05,1992-11-04,A
2390,419,1,21,9923.65,0.02,1996-07-06,R
2391,677,1,3,8255.08,0.04,1998-08-28,A
2392,46,1,26,5037.14,0.09,1994-03-06,N
2392,557,2,34,6583.01,0.1,1995-05-21,A
2393,373,1,48,1900.63,0.09,1993-06-08,A
2393,227,2,10,7191.78,0.06,1992-07-15,R
2393,374,3,34,7714.25,0.0,1994-04-01,N
2393,233,4,21,3165.47,0.05,1993-11-27,A
2394,86,1,20,3613.04,0.05,1997-05-11,N
2394,155,2,46,3226.88,0.05,1996-12-21,A
2395,386,1,17,8802.16,0.01,1993-10-19,A
2395,778,2,7,6845.51,0.05,1996-01-10,R
2396,533,1,45,1607.62,0.01,1993-01-28,A
2396,500,2,22,7260.43,0.02,1997-04-28,A
2396,345,3,19,4771.38,0.02,1993-11-12,R
2397,75,1,17,5856.21,0.01,1996-04-24,N
2397,755,2,50,2709.82,0.09,1995-07-13,R
2397,103,3,2,7734.48,0.05,1992-07-14,N
2398,31,1,16,1010.98,0.04,1992-09-24,N
2399,223,1,9,8975.79,0.1,1992-11-16,A
2400,124,1,38,9469.18,0.01,1997-04-02,N
2400,750,2,46,8723.54,0.09,1992-10-25,A
2400,603,3,44,8831.14,0.04,1992-08-10,R
2400,714,4,35,5069.01,0.1,1997-08-22,R
2401,8,1,36,5722.89,0.08,1994-09-20,R
2402,246,1,26,5545.63,0.05,1994-03-21,R
2402,226,2,2,3406.23,0.0,1994-01-01,A
2402,772,3,27,4255.27,0.06,1992-06-07,R
2402,625,4,39,9271.87,0.04,1994-03-07,A
2402,400,5,17,4497.8,0.08,1998-03-08,R
2403,433,1,9,1252.98,0.03,1998-02-07,N
2403,647,2,40,1441.11,0.07,1994-01-13,A
2403,35,3,14,7704.87,0.09,1997-03-24,N
2404,36,1,20,8906.33,0.02,1994-09-23,R
2404,697,2,10,8925.71,0.03,1993-02-24,R
2404,279,3,26,9582.9,0.02,1992-06-19,R
2405,567,1,2,3457.91,0.1,1997-09-18,A
2406,62,1,37,5258.39,0.1,1996-05-07,R
2407,458,1,27,7183.31,0.03,1993-12-24,R
2408,359,1,20,2258.93,0.06,1995-03-21,A
2408,582,2,12,6045.64,0.0,1995-02-27,A
2409,66,1,7,5368.52,0.01,1997-05-05,A
2409,762,2,29,6171.52,0.01,1994-04-10,N
2410,183,1,4,8460.04,0.07,1996-02-23,N
2410,696,2,44,3437.82,0.07,1992-03-11,A
2411,450,1,17,9244.08,0.06,1993-06-06,A
2412,732,1,2,5999.52,0.06,1996-04-03,A
2413,117,1,37,3223.72,0.07,1998-07-25,N
2413,444,2,40,9993.51,0.1,1993-01-18,R
2414,90,1,12,6251.34,0.09,1992-04-17,N
2414,250,2,7,476.26,0.1,1996-06-16,N
2414,332,3,16,6857.55,0.04,1995-12-11,R
2415,572,1,31,6739.62,0.04,1995-01-23,A
2416,45,1,25,6717.13,0.05,1994-09-01,R
2417,576,1,42,1124.49,0.03,1998-07-17,R
2417,325,2,15,7493.53,0.01,1998-05-22,R
2418,685,1,4,3223.05,0.1,1996-08-24,A
2418,86,2,5,3858.39,0.09,1993-03-27,R
2419,492,1,1,7635.07,0.09,1998-10-27,A
2419,308,2,33,8468.32,0.03,1992-07-16,A
2420,670,1,1,3818.11,0.0,1996-07-05,A
2420,111,2,38,5650.76,0.06,1996-11-11,N
2420,253,3,22,6535.87,0.03,1994-12-19,N
2421,589,1,36,7348.62,0.0,1995-12-26,N
2422,690,1,48,5037.36,0.02,1993-03-19,R
2422,753,2,26,1891.55,0.05,1998-04-12,N
2423,345,1,38,9842.56,0.05,1995-06-06,A
2423,258,2,30,3418.14,0.06,1993-02-06,R
2424,478,1,13,3312.63,0.03,1992-05-05,R
2424,105,2,27,9530.6,0.07,1993-10-14,N
2424,98,3,31,8119.79,0.07,1995-03-03,A
2425,57,1,35,4384.38,0.09,1998-02-17,N
2426,152,1,43,4422.27,0.08,1998-01-09,R
2426,143,2,29,5432.0,0.06,1994-03-11,N
2427,780,1,45,5581.68,0.05,1993-08-18,A
2427,515,2,19,4985.39,0.07,1996-05-02,N
2428,403,1,34,9769.11,0.01,1992-01-02,N
2428,453,2,29,4529.49,0.03,1997-07-23,R
2428,372,3,38,1298.5,0.08,1997-02-25,A
2429,132,1,31,2524.09,0.0,1997-01-22,R
2429,606,2,15,5475.26,0.08,1997-11-27,A
2430,401,1,46,7102.51,0.02,1995-03-11,R
2430,196,2,45,4607.54,0.05,1995-03-19,N
2430,652,3,13,5332.49,0.05,1997-04-10,N
2431,312,1,39,5254.36,0.08,1998-07-14,R
2432,566,1,41,9803.26,0.06,1996-10-12,R
2432,699,2,13,1686.83,0.04,1992-04-22,R
2433,745,1,39,8093.64,0.06,1996-11-15,A
2433,186,2,22,5602.57,0.09,1993-12-12,R
2434,9,1,16,4856.73,0.04,1992-10-19,N
2434,331,2,40,8153.74,0.07,1997-09-20,R
2435,112,1,46,8828.47,0.0,1996-11-19,A
2435,727,2,16,7218.38,0.07,1998-03-23,R
2435,787,3,9,4668.5,0.04,1998-12-16,A
2436,701,1,6,4762.23,0.09,1997-01-20,R
2436,682,2,2,9462.28,0.1,1995-12-15,N
2437,550,1,45,6993.59,0.06,1997-08-18,A
2437,164,2,1,7361.57,0.09,1996-05-09,R
2438,405,1,21,6831.0,0.08,1997-10-08,A
2438,119,2,15,6671.56,0.06,1992-08-27,N
2439,418,1,4,5025.96,0.02,1992-12-04,A
2439,541,2,20,4642.42,0.02,1994-12-24,R
2439,591,3,24,7187.21,0.05,1998-08-08,R
2439,670,4,7,7021.14,0.04,1997-03-11,R
2440,568,1,26,2171.23,0.07,1998-10-15,N
2440,164,2,7,5731.11,0.04,1995-07-03,A
2440,506,3,13,4028.82,0.05,1998-07-12,A
2441,268,1,33,4741.47,0.1,1997-07-05,R
2441,668,2,34,9197.11,0.1,1998-08-15,N
2441,782,3,45,4007.18,0.09,1995-02-05,R
2441,506,4,34,7868.11,0.05,1997-02-09,A
2442,449,1,12,6201.02,0.04,1994-12-13,R
2443,646,1,43,7617.64,0.1,1996-01-01,N
2443,500,2,32,3051.32,0.01,1995-08-13,A
2444,181,1,20,6060.29,0.0,1998-09-26,N
2445,538,1,16,4858.85,0.02,1994-11-17,N
2446,621,1,50,2232.64,0.05,1994-10-24,A
2447,365,1,50,4409.61,0.09,1997-12-19,R
2447,10,2,35,6356.37,0.1,1996-03-28,N
2448,448,1,44,709.05,0.03,1997-05-14,N
2449,105,1,37,7883.53,0.03,1998-02-16,N
2449,159,2,14,6303.52,0.1,1992-02-17,A
2450,733,1,3,7807.4,0.09,1996-07-16,N
2450,218,2,22,957.42,0.08,1994-01-06,A
2450,334,3,10,469.14,0.1,1998-12-12,A
2451,303,1,2,7446.51,0.02,1993-04-22,N
2451,683,2,25,8700.25,0.06,1994-09-18,A
2452,690,1,48,5910.88,0.08,1997-07-24,A
2452,169,2,49,6449.45,0.08,1995-10-28,A
2453,8,1,25,3237.73,0.08,1996-06-16,R
2453,58,2,49,3067.2,0.07,1997-06-11,R
2453,744,3,36,8676.13,0.1,1995-04-20,A
2454,72,1,9,3096.09,0.04,1993-05-06,N
2454,241,2,12,1373.45,0.01,1994-06-06,R
2455,793,1,4,1850.26,0.1,1994-02-14,A
